"entity","action","reason","existing_id","name","native_name","governorate","website","email","phone"
"institution","skipped","matched English name + governorate","academic-inst-f790fd6837f444f4a94b3f8aff756830","click store کلیک ستۆر","click store کلیک ستۆر","Halabja","","clickstore258@gmail.com","9647510000000"
"institution","skipped","matched website","academic-inst-3eb61d1274ce4d548c75d769b031a827","Nahrain University","جامعة النهرين","Baghdad","nahrainuniv.edu.iq","info@nahrainuniv.edu.iq",""
"institution","skipped","matched website","academic-inst-e57532161a5948c38cea80b81f11877b","University of the City of Science","جامعة مدينة العلم","Baghdad","not found","m.alelem@mauc.edu.iq","7278"
"institution","skipped","matched website","academic-inst-8b660a5fdfc24bb392e82111876fd41b","The American University of Iraq, Sulaimani","الجامعة الأمريكية في السليمانية","Sulaymaniyah","auis.edu.iq","",""
"institution","skipped","matched website","academic-inst-30f27ebc6e4f4917b0a5e0cc6b9d62af","University of Kirkuk","جامعة كركوك","Sulaymaniyah","uokirkuk.edu.iq","",""
"institution","skipped","matched website","academic-inst-1303c9ad2fa543cf9b98e740ff515ceb","Komar University of Science and Technology","جامعة كومار للعلوم والتكنولوجيا","Sulaymaniyah","komar.edu.iq","",""
"institution","skipped","matched website","academic-inst-81453b16a7644753b0f3b04cafd286d5","Al-Qalam University College","كلية القلم الجامعة","Sulaymaniyah","alqalam.edu.iq","",""
"institution","skipped","matched website","academic-inst-4a0496a3fdcb4b32a0e233573d39d015","Kurdistan Institution for Strategic Studies and Scientific Research","Kurdistan Institution for Strategic Studies and Scientific Research","Sulaymaniyah","kissr.edu.krd","",""
"institution","skipped","matched website","academic-inst-cc182bf15d5849898b3b0d9459da1682","University of Human Development","جامعة التنمية البشرية","Sulaymaniyah","uhd.edu.iq/en","",""
"institution","skipped","matched website","academic-inst-513fde7812904dec81690ca96479ac0a","Al-Mustansiriya University","الجامعة المستنصرية","Baghdad","uomustansiriyah.edu.iq","",""
"institution","skipped","matched website","academic-inst-95ce51f42c39453e842f801ad2ba1c64","Al Mansour University College","كلية المنصور الجامعة","Baghdad","muc.edu.iq","","+9647814238373;+9647752100100;+9647852100100"
"institution","skipped","matched website","academic-inst-8cf2ad5871cb4e06bb6bef533a4a4b64","Baghdad Pharmacy College","كلية بغداد للعلوم الطبية","Baghdad","bpc.edu.iq/pharmacy/index.php?lang=en","","+9647806020473;+9647906321215"
"institution","skipped","matched website","academic-inst-aa1c08e652884f328abe45a0631019a3","Al-Hikma University","جامعة الحكمة","Baghdad","alhikma-iq.com","",""
"institution","skipped","matched website","academic-inst-6cc8d006ab5342cb8b254ecb5a1e79a1","University of Baghdad","جامعة بغداد","Baghdad","uobaghdad.edu.iq","","+9647827203218"
"institution","skipped","matched website","academic-inst-fce759ef4360493dbb0bd0bfa7e15274","Al Rasheed University College","كلية الرشيد الجامعة","Baghdad","alrasheed-uc.net","",""
"institution","skipped","matched website","academic-inst-2f796ff6c72448ab81f9f4ce66206355","University of Technology, Iraq","الجامعة التكنولوجية","Baghdad","uotechnology.edu.iq","",""
"institution","skipped","matched website","academic-inst-1ed3de9bad2e4bf889067ae586216831","Iraqi University","الجامعة العراقية","Baghdad","iubaghdad.edu.iq","",""
"institution","skipped","matched website","academic-inst-091b2c9f05c54c5c8f1b26f6a7f06bd7","Sheikh Mohammed Al Kasinzan University College","كلية السلام الجامعة","Baghdad","alsalam.edu.iq","","6688;+9647801117262;+9647815104556"
"institution","skipped","matched website","academic-inst-c0db1481da72491ab95c78beacf6dd3c","كلية الباني الجامعة","كلية الباني الجامعة","Baghdad","albani.edu.iq surfaced in guide indexing; socials exist on wordpress/instagram footprint","","+9647718777717;+9647866900663"
